protein1,protein2,combined_score
ENSP00000002165,ENSP00000261416,977
ENSP00000002165,ENSP00000291906,243
ENSP00000002165,ENSP00000386942,317
ENSP00000002165,ENSP00000234071,900
ENSP00000002165,ENSP00000385923,902
ENSP00000002165,ENSP00000387185,205
ENSP00000002165,ENSP00000287916,622
ENSP00000002165,ENSP00000305603,168
ENSP00000002165,ENSP00000341565,388
ENSP00000002165,ENSP00000306920,984
ENSP00000002165,ENSP00000357766,256
ENSP00000002165,ENSP00000237853,159
ENSP00000002165,ENSP00000005286,900
ENSP00000002165,ENSP00000273550,173
ENSP00000002165,ENSP00000313318,382
ENSP00000002165,ENSP00000305692,171
ENSP00000002165,ENSP00000358812,265
ENSP00000002165,ENSP00000364635,900
ENSP00000002165,ENSP00000265038,204
ENSP00000002165,ENSP00000299300,901
ENSP00000002165,ENSP00000359100,379
ENSP00000002165,ENSP00000356771,900
ENSP00000002165,ENSP00000310241,676
ENSP00000002165,ENSP00000366549,295
ENSP00000002165,ENSP00000457788,279
ENSP00000002165,ENSP00000337088,900
ENSP00000002165,ENSP00000360635,902
ENSP00000002165,ENSP00000392985,276
ENSP00000002165,ENSP00000357123,900
ENSP00000002165,ENSP00000359935,486
ENSP00000002165,ENSP00000356000,203
ENSP00000002165,ENSP00000302783,900
ENSP00000002165,ENSP00000396688,902
ENSP00000002165,ENSP00000262053,292
ENSP00000002165,ENSP00000349687,945
ENSP00000002165,ENSP00000236959,204
ENSP00000002165,ENSP00000352706,282
ENSP00000002165,ENSP00000344223,902
ENSP00000002165,ENSP00000215727,904
ENSP00000002165,ENSP00000400041,267
ENSP00000002165,ENSP00000341013,900
ENSP00000002165,ENSP00000288078,681
ENSP00000002165,ENSP00000370473,902
ENSP00000002165,ENSP00000216962,900
ENSP00000002165,ENSP00000281741,237
ENSP00000002165,ENSP00000367265,901
ENSP00000002165,ENSP00000255409,154
ENSP00000002165,ENSP00000468767,538
ENSP00000002165,ENSP00000339001,900
ENSP00000002165,ENSP00000257408,185
ENSP00000002165,ENSP00000382972,151
ENSP00000002165,ENSP00000252102,175
ENSP00000002165,ENSP00000394936,900
ENSP00000002165,ENSP00000475750,900
ENSP00000002165,ENSP00000264669,199
ENSP00000002165,ENSP00000366827,323
ENSP00000002165,ENSP00000233840,240
ENSP00000002165,ENSP00000388864,426
ENSP00000002165,ENSP00000398273,158
ENSP00000002165,ENSP00000363603,921
ENSP00000002165,ENSP00000356903,177
ENSP00000002165,ENSP00000366525,902
ENSP00000002165,ENSP00000336764,204
ENSP00000002165,ENSP00000327589,271
ENSP00000002165,ENSP00000227266,904
ENSP00000002165,ENSP00000321334,273
ENSP00000002165,ENSP00000333401,221
ENSP00000002165,ENSP00000481450,303
ENSP00000002165,ENSP00000414856,904
ENSP00000002165,ENSP00000260408,902
ENSP00000002165,ENSP00000237275,530
ENSP00000002165,ENSP00000385675,900
ENSP00000002165,ENSP00000296754,165
ENSP00000002165,ENSP00000262865,900
ENSP00000002165,ENSP00000268097,627
ENSP00000002165,ENSP00000339613,384
ENSP00000002165,ENSP00000384794,193
ENSP00000002165,ENSP00000356574,903
ENSP00000002165,ENSP00000343490,185
ENSP00000002165,ENSP00000428845,161
ENSP00000002165,ENSP00000347409,200
ENSP00000002165,ENSP00000375894,388
ENSP00000002165,ENSP00000264382,425
ENSP00000002165,ENSP00000380437,353
ENSP00000002165,ENSP00000181383,416
ENSP00000002165,ENSP00000283752,902
ENSP00000002165,ENSP00000263574,902
ENSP00000002165,ENSP00000320318,424
ENSP00000002165,ENSP00000357712,900
ENSP00000002165,ENSP00000261942,900
ENSP00000002165,ENSP00000355920,413
ENSP00000002165,ENSP00000222399,902
ENSP00000002165,ENSP00000266025,265
ENSP00000002165,ENSP00000433138,248
ENSP00000002165,ENSP00000370194,371
ENSP00000002165,ENSP00000299314,414
ENSP00000002165,ENSP00000367220,902
ENSP00000002165,ENSP00000327513,900
ENSP00000002165,ENSP00000369465,206
ENSP00000002165,ENSP00000356198,336
ENSP00000002165,ENSP00000329214,315
ENSP00000002165,ENSP00000339801,152
ENSP00000002165,ENSP00000324248,900
ENSP00000002165,ENSP00000340887,244
ENSP00000002165,ENSP00000296444,900
ENSP00000002165,ENSP00000447431,325
ENSP00000002165,ENSP00000417583,298
ENSP00000002165,ENSP00000379680,429
ENSP00000002165,ENSP00000285599,314
ENSP00000002165,ENSP00000379353,297
ENSP00000002165,ENSP00000263083,265
ENSP00000002165,ENSP00000337701,900
ENSP00000002165,ENSP00000473631,900
ENSP00000002165,ENSP00000265077,900
ENSP00000002165,ENSP00000386043,900
ENSP00000002165,ENSP00000398736,902
ENSP00000002165,ENSP00000302599,356
ENSP00000002165,ENSP00000225927,329
ENSP00000002165,ENSP00000225328,150
ENSP00000002165,ENSP00000234347,900
ENSP00000002165,ENSP00000218388,905
ENSP00000002165,ENSP00000362235,325
ENSP00000002165,ENSP00000215909,901
ENSP00000002165,ENSP00000253792,900
ENSP00000002165,ENSP00000357791,900
ENSP00000002165,ENSP00000308022,173
ENSP00000002165,ENSP00000326227,307
ENSP00000002165,ENSP00000204679,442
ENSP00000002165,ENSP00000480884,296
ENSP00000002165,ENSP00000385028,682
ENSP00000002165,ENSP00000358565,189
ENSP00000002165,ENSP00000393887,904
ENSP00000002165,ENSP00000373364,900
ENSP00000002165,ENSP00000350757,198
ENSP00000002165,ENSP00000369081,905
ENSP00000002165,ENSP00000364902,222
ENSP00000002165,ENSP00000361562,907
ENSP00000002165,ENSP00000357759,228
ENSP00000002165,ENSP00000379839,243
ENSP00000002165,ENSP00000226760,900
ENSP00000002165,ENSP00000302324,900
ENSP00000002165,ENSP00000348965,900
ENSP00000002165,ENSP00000320401,161
ENSP00000002165,ENSP00000310338,377
ENSP00000002165,ENSP00000364782,444
ENSP00000002165,ENSP00000215832,900
ENSP00000002165,ENSP00000388325,902
ENSP00000002165,ENSP00000192314,179
ENSP00000002165,ENSP00000303276,900
ENSP00000002165,ENSP00000361650,553
ENSP00000002165,ENSP00000337335,273
ENSP00000002165,ENSP00000361405,222
ENSP00000002165,ENSP00000264162,185
ENSP00000002165,ENSP00000323224,450
ENSP00000002165,ENSP00000315630,242
ENSP00000002165,ENSP00000240333,161
ENSP00000002165,ENSP00000351206,623
ENSP00000002165,ENSP00000234590,273
ENSP00000002165,ENSP00000386443,900
ENSP00000002165,ENSP00000336829,900
ENSP00000002165,ENSP00000381072,184
ENSP00000002165,ENSP00000355541,256
ENSP00000002165,ENSP00000306361,926
ENSP00000002165,ENSP00000438399,900
ENSP00000002165,ENSP00000322238,171
ENSP00000002165,ENSP00000346839,904
ENSP00000002165,ENSP00000485444,900
ENSP00000002165,ENSP00000216336,900
ENSP00000002165,ENSP00000254286,900
ENSP00000002165,ENSP00000170150,900
ENSP00000002165,ENSP00000252677,900
ENSP00000002165,ENSP00000299427,187
ENSP00000002165,ENSP00000053867,905
ENSP00000002165,ENSP00000354610,361
ENSP00000002165,ENSP00000367346,159
ENSP00000002165,ENSP00000391227,182
ENSP00000002165,ENSP00000416583,265
ENSP00000002165,ENSP00000368752,250
ENSP00000002165,ENSP00000295641,900
ENSP00000002165,ENSP00000452948,180
ENSP00000002165,ENSP00000304408,268
ENSP00000002165,ENSP00000297258,903
ENSP00000002165,ENSP00000356632,182
ENSP00000002165,ENSP00000317674,900
ENSP00000002165,ENSP00000356399,236
ENSP00000002165,ENSP00000268695,916
ENSP00000002165,ENSP00000367102,280
ENSP00000002165,ENSP00000244763,215
ENSP00000002165,ENSP00000265333,161
ENSP00000002165,ENSP00000275300,370
ENSP00000002165,ENSP00000403172,167
ENSP00000002165,ENSP00000371193,907
ENSP00000002165,ENSP00000237014,901
ENSP00000002596,ENSP00000306425,202
ENSP00000002596,ENSP00000261523,294
ENSP00000002596,ENSP00000347088,384
ENSP00000002596,ENSP00000389176,490
ENSP00000002596,ENSP00000216124,343
ENSP00000002596,ENSP00000199447,169
ENSP00000002596,ENSP00000296028,238
ENSP00000002596,ENSP00000304108,178
ENSP00000002596,ENSP00000264893,442
ENSP00000002596,ENSP00000357189,159
ENSP00000002596,ENSP00000351015,156
ENSP00000002596,ENSP00000313681,349
ENSP00000002596,ENSP00000442682,302
ENSP00000002596,ENSP00000029410,272
ENSP00000002596,ENSP00000300105,193
ENSP00000002596,ENSP00000359077,218
ENSP00000002596,ENSP00000364709,165
ENSP00000002596,ENSP00000484640,512
ENSP00000002596,ENSP00000297737,350
ENSP00000002596,ENSP00000434359,156
ENSP00000002596,ENSP00000357979,152
ENSP00000002596,ENSP00000485659,179
ENSP00000002596,ENSP00000263925,192
ENSP00000002596,ENSP00000350704,172
ENSP00000002596,ENSP00000291526,351
ENSP00000002596,ENSP00000320219,239
ENSP00000002596,ENSP00000360525,489
ENSP00000002596,ENSP00000402394,481
ENSP00000002596,ENSP00000359581,812
ENSP00000002596,ENSP00000329292,369
ENSP00000002596,ENSP00000391490,382
ENSP00000002596,ENSP00000177694,158
ENSP00000002596,ENSP00000368516,155
ENSP00000002596,ENSP00000379377,623
ENSP00000002596,ENSP00000377086,268
ENSP00000002596,ENSP00000363398,232
ENSP00000002596,ENSP00000341206,162
ENSP00000002596,ENSP00000263054,226
ENSP00000002596,ENSP00000363689,151
ENSP00000002596,ENSP00000284110,175
ENSP00000002596,ENSP00000414350,584
ENSP00000002596,ENSP00000327336,188
ENSP00000002596,ENSP00000253079,167
ENSP00000002596,ENSP00000370522,420
ENSP00000002596,ENSP00000356433,823
ENSP00000002596,ENSP00000252483,372
ENSP00000002596,ENSP00000379032,660
ENSP00000002596,ENSP00000435835,183
ENSP00000002596,ENSP00000356297,591
ENSP00000002596,ENSP00000020673,167
ENSP00000002596,ENSP00000352157,177
ENSP00000002596,ENSP00000242465,473
ENSP00000002596,ENSP00000324127,167
ENSP00000002596,ENSP00000416741,170
ENSP00000002596,ENSP00000380785,165
ENSP00000002596,ENSP00000366246,944
ENSP00000002596,ENSP00000436047,161
ENSP00000002596,ENSP00000418767,250
ENSP00000002596,ENSP00000264249,469
ENSP00000002596,ENSP00000307272,159
ENSP00000002596,ENSP00000296498,167
ENSP00000002596,ENSP00000322885,154
ENSP00000002596,ENSP00000247226,335
ENSP00000002596,ENSP00000266718,173
ENSP00000002596,ENSP00000307046,954
ENSP00000002596,ENSP00000306754,152
ENSP00000002596,ENSP00000307971,153
ENSP00000002596,ENSP00000373696,188
ENSP00000002596,ENSP00000384262,420
ENSP00000002596,ENSP00000349612,167
ENSP00000002596,ENSP00000310657,263
ENSP00000002596,ENSP00000331210,211
ENSP00000002596,ENSP00000425093,181
ENSP00000002596,ENSP00000349490,428
ENSP00000002596,ENSP00000259241,792
ENSP00000002596,ENSP00000479266,246
ENSP00000002596,ENSP00000363590,432
ENSP00000002596,ENSP00000426237,181
ENSP00000002596,ENSP00000017003,480
ENSP00000002596,ENSP00000362047,157
ENSP00000002596,ENSP00000428288,163
ENSP00000002596,ENSP00000305077,150
ENSP00000002596,ENSP00000283148,154
ENSP00000002596,ENSP00000357103,544
ENSP00000002596,ENSP00000245222,157
ENSP00000002596,ENSP00000276055,428
ENSP00000002596,ENSP00000482657,156
ENSP00000002596,ENSP00000398632,215
ENSP00000002596,ENSP00000361646,171
ENSP00000002596,ENSP00000363827,948
ENSP00000002596,ENSP00000261374,174
ENSP00000002596,ENSP00000370542,935
ENSP00000002596,ENSP00000307911,166
ENSP00000002596,ENSP00000383949,236
ENSP00000002596,ENSP00000004531,196
ENSP00000002596,ENSP00000330606,158
ENSP00000002596,ENSP00000465500,583
ENSP00000002596,ENSP00000353462,160
ENSP00000002596,ENSP00000265362,196
ENSP00000002596,ENSP00000385735,305
ENSP00000002596,ENSP00000272452,150
ENSP00000002596,ENSP00000264664,226
ENSP00000002596,ENSP00000262622,438
ENSP00000002596,ENSP00000355580,427
ENSP00000002596,ENSP00000220562,572
ENSP00000002596,ENSP00000274710,406
ENSP00000002596,ENSP00000338783,253
ENSP00000002596,ENSP00000261797,243
ENSP00000002596,ENSP00000367446,711
ENSP00000002596,ENSP00000371661,193
ENSP00000002596,ENSP00000309334,173
ENSP00000002596,ENSP00000331933,150
ENSP00000002596,ENSP00000378803,553
ENSP00000002596,ENSP00000319240,328
ENSP00000002596,ENSP00000374071,156
ENSP00000002596,ENSP00000338157,209
ENSP00000002596,ENSP00000254190,342
ENSP00000002596,ENSP00000264914,197
ENSP00000002596,ENSP00000366243,212
ENSP00000002596,ENSP00000241261,226
ENSP00000002596,ENSP00000411816,328
ENSP00000002596,ENSP00000341170,152
ENSP00000002596,ENSP00000413496,150
ENSP00000002596,ENSP00000370950,269
ENSP00000002596,ENSP00000338330,338
ENSP00000002596,ENSP00000258145,280
ENSP00000002596,ENSP00000310565,331
ENSP00000002596,ENSP00000355966,156
ENSP00000002596,ENSP00000272198,256
ENSP00000002596,ENSP00000312946,260
ENSP00000002596,ENSP00000356671,694
ENSP00000002596,ENSP00000314946,173
ENSP00000002596,ENSP00000368678,929
ENSP00000002596,ENSP00000347665,285
ENSP00000002596,ENSP00000373586,168
ENSP00000002596,ENSP00000317404,506
ENSP00000002596,ENSP00000332151,308
ENSP00000002596,ENSP00000322390,220
ENSP00000002596,ENSP00000052754,198
ENSP00000002596,ENSP00000360217,165
ENSP00000002596,ENSP00000377836,946
ENSP00000002596,ENSP00000307549,226
ENSP00000002596,ENSP00000480791,247
ENSP00000002596,ENSP00000394794,429
ENSP00000002596,ENSP00000379601,152
ENSP00000002596,ENSP00000333395,251
ENSP00000002596,ENSP00000441417,249
ENSP00000002596,ENSP00000386357,278
ENSP00000002596,ENSP00000302569,219
ENSP00000002596,ENSP00000370546,291
ENSP00000002596,ENSP00000326432,230
ENSP00000002596,ENSP00000368965,307
ENSP00000002596,ENSP00000311648,179
ENSP00000002596,ENSP00000369346,311
ENSP00000002596,ENSP00000227451,154
ENSP00000002596,ENSP00000292377,945
ENSP00000002596,ENSP00000217961,232
ENSP00000002596,ENSP00000365895,679
ENSP00000002596,ENSP00000307297,441
ENSP00000002596,ENSP00000300255,155
ENSP00000002596,ENSP00000262717,406
ENSP00000002596,ENSP00000246912,150
ENSP00000002596,ENSP00000361392,167
ENSP00000002596,ENSP00000345824,186
ENSP00000002596,ENSP00000317027,767
ENSP00000002596,ENSP00000434676,187
ENSP00000002596,ENSP00000366267,939
ENSP00000002596,ENSP00000264498,263
ENSP00000002596,ENSP00000243776,347
ENSP00000002596,ENSP00000259254,313
ENSP00000002596,ENSP00000302629,166
ENSP00000002596,ENSP00000254051,587
ENSP00000002596,ENSP00000436005,170
ENSP00000002596,ENSP00000265371,182
ENSP00000002596,ENSP00000339086,167
ENSP00000002596,ENSP00000264039,948
ENSP00000002596,ENSP00000447006,412
ENSP00000002596,ENSP00000353007,584
ENSP00000002596,ENSP00000302413,321
ENSP00000002596,ENSP00000327025,410
ENSP00000002596,ENSP00000368917,727
ENSP00000002596,ENSP00000436812,188
ENSP00000002596,ENSP00000321874,567
ENSP00000002596,ENSP00000347948,473
ENSP00000002596,ENSP00000314606,259
ENSP00000002596,ENSP00000267843,192
ENSP00000002596,ENSP00000452634,155
ENSP00000002596,ENSP00000261854,296
ENSP00000002596,ENSP00000366093,154
ENSP00000002596,ENSP00000359579,811
ENSP00000002596,ENSP00000366827,173
ENSP00000002596,ENSP00000327694,307
ENSP00000002596,ENSP00000381109,207
ENSP00000002596,ENSP00000286091,222
ENSP00000002596,ENSP00000260128,558
ENSP00000002596,ENSP00000337889,209
ENSP00000002596,ENSP00000379430,309
ENSP00000002596,ENSP00000334140,150
ENSP00000002596,ENSP00000312506,165
ENSP00000002596,ENSP00000305725,362
ENSP00000002596,ENSP00000254337,309
ENSP00000002596,ENSP00000408342,199
ENSP00000002596,ENSP00000355157,171
ENSP00000002596,ENSP00000352900,305
ENSP00000002596,ENSP00000361664,230
ENSP00000002596,ENSP00000368496,400
ENSP00000002596,ENSP00000418070,163
ENSP00000002596,ENSP00000344468,935
ENSP00000002596,ENSP00000328551,619
ENSP00000002596,ENSP00000296255,543
ENSP00000002596,ENSP00000341524,220
ENSP00000002596,ENSP00000265171,150
ENSP00000002596,ENSP00000263733,189
ENSP00000002596,ENSP00000406861,224
ENSP00000002596,ENSP00000429473,662
ENSP00000002596,ENSP00000371872,195
ENSP00000002596,ENSP00000264363,196
ENSP00000002596,ENSP00000407193,655
ENSP00000002596,ENSP00000368517,445
ENSP00000002596,ENSP00000356925,171
ENSP00000002596,ENSP00000468500,159
ENSP00000002596,ENSP00000351159,172
ENSP00000002596,ENSP00000359132,562
ENSP00000002596,ENSP00000415454,749
ENSP00000002596,ENSP00000433847,171
ENSP00000002596,ENSP00000319622,161
ENSP00000002596,ENSP00000297689,259
ENSP00000002596,ENSP00000265471,233
ENSP00000002596,ENSP00000339801,232
ENSP00000002596,ENSP00000264025,538
ENSP00000002596,ENSP00000261381,363
ENSP00000002596,ENSP00000370519,269
ENSP00000002596,ENSP00000374332,173
ENSP00000002596,ENSP00000265077,198
ENSP00000002596,ENSP00000035307,408
ENSP00000002596,ENSP00000394183,431
ENSP00000002596,ENSP00000318298,161
ENSP00000002596,ENSP00000422533,157
ENSP00000002596,ENSP00000480991,331
ENSP00000002596,ENSP00000319636,277
ENSP00000002596,ENSP00000354213,171
ENSP00000002596,ENSP00000364140,214
ENSP00000002596,ENSP00000168712,165
ENSP00000002596,ENSP00000480884,167
ENSP00000002596,ENSP00000321797,151
ENSP00000002596,ENSP00000304440,210
ENSP00000002596,ENSP00000356953,157
ENSP00000002596,ENSP00000461269,354
ENSP00000002596,ENSP00000319501,391
ENSP00000002596,ENSP00000222725,153
ENSP00000002596,ENSP00000361818,935
ENSP00000002596,ENSP00000309270,493
ENSP00000002596,ENSP00000332757,265
ENSP00000002596,ENSP00000164305,151
ENSP00000002596,ENSP00000261858,789
ENSP00000002596,ENSP00000300026,171
ENSP00000002596,ENSP00000401907,198
ENSP00000002596,ENSP00000319651,385
ENSP00000002596,ENSP00000216487,150
ENSP00000002596,ENSP00000261884,295
ENSP00000002596,ENSP00000339813,188
ENSP00000002596,ENSP00000257600,154
ENSP00000002596,ENSP00000236709,654
ENSP00000002596,ENSP00000296499,214
ENSP00000002596,ENSP00000359583,232
ENSP00000002596,ENSP00000359864,947
ENSP00000002596,ENSP00000268695,266
ENSP00000002596,ENSP00000291527,340
ENSP00000002596,ENSP00000234091,240
ENSP00000002596,ENSP00000362207,422
ENSP00000002596,ENSP00000251241,150
ENSP00000002596,ENSP00000481912,567
ENSP00000002829,ENSP00000358142,153
ENSP00000002829,ENSP00000354376,205
ENSP00000002829,ENSP00000246532,158
ENSP00000002829,ENSP00000383851,175
ENSP00000002829,ENSP00000243924,183
ENSP00000002829,ENSP00000250113,183
ENSP00000002829,ENSP00000303830,176
ENSP00000002829,ENSP00000396722,222
ENSP00000002829,ENSP00000422464,183
ENSP00000002829,ENSP00000359077,220
ENSP00000002829,ENSP00000256194,268
ENSP00000002829,ENSP00000265131,154
ENSP00000002829,ENSP00000478721,289
ENSP00000002829,ENSP00000378483,246
ENSP00000002829,ENSP00000309539,418
ENSP00000002829,ENSP00000324532,156
ENSP00000002829,ENSP00000357005,261
ENSP00000002829,ENSP00000393978,229
ENSP00000002829,ENSP00000261369,261
ENSP00000002829,ENSP00000424571,166
ENSP00000002829,ENSP00000380903,442
ENSP00000002829,ENSP00000378974,229
ENSP00000002829,ENSP00000367629,213
ENSP00000002829,ENSP00000360764,158
ENSP00000002829,ENSP00000378058,172
ENSP00000002829,ENSP00000383118,344
ENSP00000002829,ENSP00000164024,303
ENSP00000002829,ENSP00000293379,159
ENSP00000002829,ENSP00000391826,164
ENSP00000002829,ENSP00000311127,377
ENSP00000002829,ENSP00000480132,295
ENSP00000002829,ENSP00000321573,269
ENSP00000002829,ENSP00000173229,702
ENSP00000002829,ENSP00000356236,162
ENSP00000002829,ENSP00000380602,230
ENSP00000002829,ENSP00000346879,261
ENSP00000002829,ENSP00000377471,170
ENSP00000002829,ENSP00000283713,345
ENSP00000002829,ENSP00000454623,280
ENSP00000002829,ENSP00000410294,159
ENSP00000002829,ENSP00000229812,153
ENSP00000002829,ENSP00000421922,171
ENSP00000002829,ENSP00000361112,167
ENSP00000002829,ENSP00000477455,161
ENSP00000002829,ENSP00000370571,212
ENSP00000002829,ENSP00000327336,179
ENSP00000002829,ENSP00000480043,521
ENSP00000002829,ENSP00000407822,218
ENSP00000002829,ENSP00000315379,326
ENSP00000002829,ENSP00000380227,435
ENSP00000002829,ENSP00000409171,920
ENSP00000002829,ENSP00000389588,160
ENSP00000002829,ENSP00000365280,202
ENSP00000002829,ENSP00000366246,243
ENSP00000002829,ENSP00000340820,177
ENSP00000002829,ENSP00000418754,221
ENSP00000002829,ENSP00000382684,269
ENSP00000002829,ENSP00000438615,223
ENSP00000002829,ENSP00000343690,366
ENSP00000002829,ENSP00000359506,205
ENSP00000002829,ENSP00000345772,179
ENSP00000002829,ENSP00000180166,173
ENSP00000002829,ENSP00000431418,306
ENSP00000002829,ENSP00000377372,252
ENSP00000002829,ENSP00000265087,165
ENSP00000002829,ENSP00000331210,194
ENSP00000002829,ENSP00000376421,177
ENSP00000002829,ENSP00000362680,282
ENSP00000002829,ENSP00000349547,205
ENSP00000002829,ENSP00000306245,158
ENSP00000002829,ENSP00000262648,219
ENSP00000002829,ENSP00000262948,237
ENSP00000002829,ENSP00000312672,169
ENSP00000002829,ENSP00000265071,172
ENSP00000002829,ENSP00000312999,357
ENSP00000002829,ENSP00000285735,263
ENSP00000002829,ENSP00000325526,207
ENSP00000002829,ENSP00000334329,471
ENSP00000002829,ENSP00000345849,213
ENSP00000002829,ENSP00000027335,294
ENSP00000002829,ENSP00000398632,187
ENSP00000002829,ENSP00000398698,161
ENSP00000002829,ENSP00000409007,362
ENSP00000002829,ENSP00000269593,172
ENSP00000002829,ENSP00000374205,220
ENSP00000002829,ENSP00000370542,229
ENSP00000002829,ENSP00000379140,411
ENSP00000002829,ENSP00000290167,234
ENSP00000002829,ENSP00000362817,184
ENSP00000002829,ENSP00000300087,158
ENSP00000002829,ENSP00000258411,163
ENSP00000002829,ENSP00000427562,193
ENSP00000002829,ENSP00000308576,437
ENSP00000002829,ENSP00000262653,150
ENSP00000002829,ENSP00000385142,243
ENSP00000002829,ENSP00000295897,193
ENSP00000002829,ENSP00000204961,806
ENSP00000002829,ENSP00000245451,258
ENSP00000002829,ENSP00000232496,269
ENSP00000002829,ENSP00000389140,462
ENSP00000002829,ENSP00000391669,268
ENSP00000002829,ENSP00000343636,264
ENSP00000002829,ENSP00000256509,311
ENSP00000002829,ENSP00000311427,156
ENSP00000002829,ENSP00000269305,525
ENSP00000002829,ENSP00000257860,154
ENSP00000002829,ENSP00000319096,244
ENSP00000002829,ENSP00000360530,190
ENSP00000002829,ENSP00000337838,534
ENSP00000002829,ENSP00000373472,154
ENSP00000002829,ENSP00000228280,164
ENSP00000002829,ENSP00000387699,169
ENSP00000002829,ENSP00000268164,207
ENSP00000002829,ENSP00000484146,164
ENSP00000002829,ENSP00000307508,195
ENSP00000002829,ENSP00000481994,540
ENSP00000002829,ENSP00000418397,161
ENSP00000002829,ENSP00000382428,348
ENSP00000002829,ENSP00000302665,232
ENSP00000002829,ENSP00000349723,212
ENSP00000002829,ENSP00000270235,246
ENSP00000002829,ENSP00000432660,292
ENSP00000002829,ENSP00000361554,153
ENSP00000002829,ENSP00000437271,199
ENSP00000002829,ENSP00000262198,214
ENSP00000002829,ENSP00000417677,163
ENSP00000002829,ENSP00000261023,160
ENSP00000002829,ENSP00000367739,243
ENSP00000002829,ENSP00000360157,170
ENSP00000002829,ENSP00000457421,282
ENSP00000002829,ENSP00000390637,222
ENSP00000002829,ENSP00000368678,424
ENSP00000002829,ENSP00000361021,211
ENSP00000002829,ENSP00000275493,368
ENSP00000002829,ENSP00000302486,227
ENSP00000002829,ENSP00000438875,375
ENSP00000002829,ENSP00000317333,264
ENSP00000002829,ENSP00000477564,157
ENSP00000002829,ENSP00000249071,245
ENSP00000002829,ENSP00000349041,232
ENSP00000002829,ENSP00000322390,242
ENSP00000002829,ENSP00000374309,505
ENSP00000002829,ENSP00000466680,328
ENSP00000002829,ENSP00000377836,206
ENSP00000002829,ENSP00000383894,156
ENSP00000002829,ENSP00000302100,187
ENSP00000002829,ENSP00000254854,161
ENSP00000002829,ENSP00000380517,151
ENSP00000002829,ENSP00000341815,158
ENSP00000002829,ENSP00000351664,455
ENSP00000002829,ENSP00000263923,548
ENSP00000002829,ENSP00000355865,168
ENSP00000002829,ENSP00000259607,161
ENSP00000002829,ENSP00000238738,236
ENSP00000002829,ENSP00000287934,168
ENSP00000002829,ENSP00000222390,419
ENSP00000002829,ENSP00000355652,251
ENSP00000002829,ENSP00000380150,340
ENSP00000002829,ENSP00000395389,185
ENSP00000002829,ENSP00000451648,226
ENSP00000002829,ENSP00000251535,370
ENSP00000002829,ENSP00000405327,187
ENSP00000002829,ENSP00000351805,168
ENSP00000002829,ENSP00000262990,177
ENSP00000002829,ENSP00000269141,329
ENSP00000002829,ENSP00000216200,188
ENSP00000002829,ENSP00000292377,227
ENSP00000002829,ENSP00000249749,321
ENSP00000002829,ENSP00000264187,152
ENSP00000002829,ENSP00000438209,174
ENSP00000002829,ENSP00000219271,193
ENSP00000002829,ENSP00000400175,473
ENSP00000002829,ENSP00000331678,211
ENSP00000002829,ENSP00000357693,167
ENSP00000002829,ENSP00000436881,266
ENSP00000002829,ENSP00000350170,184
ENSP00000002829,ENSP00000258526,915
ENSP00000002829,ENSP00000261205,153
ENSP00000002829,ENSP00000264498,343
ENSP00000002829,ENSP00000294304,199
ENSP00000002829,ENSP00000384364,171
ENSP00000002829,ENSP00000356771,296
ENSP00000002829,ENSP00000294964,156
ENSP00000002829,ENSP00000226091,805
ENSP00000002829,ENSP00000379204,188
ENSP00000002829,ENSP00000380432,183
ENSP00000002829,ENSP00000314132,151
ENSP00000002829,ENSP00000353654,206
ENSP00000002829,ENSP00000362562,152
ENSP00000002829,ENSP00000351338,924
ENSP00000002829,ENSP00000283268,213
ENSP00000002829,ENSP00000244050,217
ENSP00000002829,ENSP00000330382,256
ENSP00000002829,ENSP00000304945,272
ENSP00000002829,ENSP00000330631,226
ENSP00000002829,ENSP00000426653,161
ENSP00000002829,ENSP00000293549,242
ENSP00000002829,ENSP00000319281,211
ENSP00000002829,ENSP00000282397,457
ENSP00000002829,ENSP00000276414,171
ENSP00000002829,ENSP00000350549,151
ENSP00000002829,ENSP00000290759,156
ENSP00000002829,ENSP00000338671,273
ENSP00000002829,ENSP00000332737,412
ENSP00000002829,ENSP00000297508,207
ENSP00000002829,ENSP00000308219,194
ENSP00000002829,ENSP00000306625,311
ENSP00000002829,ENSP00000420321,524
ENSP00000002829,ENSP00000276651,255
ENSP00000002829,ENSP00000376753,539
ENSP00000002829,ENSP00000256104,165
ENSP00000002829,ENSP00000350896,564
ENSP00000002829,ENSP00000220772,158
ENSP00000002829,ENSP00000314480,185
ENSP00000002829,ENSP00000310561,154
ENSP00000002829,ENSP00000261769,542
ENSP00000002829,ENSP00000304501,299
ENSP00000002829,ENSP00000277541,425
ENSP00000002829,ENSP00000301061,161
ENSP00000002829,ENSP00000471242,210
ENSP00000002829,ENSP00000395535,186
ENSP00000002829,ENSP00000405330,151
ENSP00000002829,ENSP00000260356,272
ENSP00000002829,ENSP00000358309,523
ENSP00000002829,ENSP00000359866,151
ENSP00000002829,ENSP00000264051,169
ENSP00000002829,ENSP00000429430,212
ENSP00000002829,ENSP00000341189,349
ENSP00000002829,ENSP00000396467,239
ENSP00000002829,ENSP00000308208,259
ENSP00000002829,ENSP00000404151,213
ENSP00000002829,ENSP00000433757,156
ENSP00000002829,ENSP00000406022,267
ENSP00000002829,ENSP00000332773,155
