protein1,protein2,combined_score
ENSP00000000233,ENSP00000359552,199
ENSP00000000233,ENSP00000355583,174
ENSP00000000233,ENSP00000357177,192
ENSP00000000233,ENSP00000419199,175
ENSP00000000233,ENSP00000369810,168
ENSP00000000233,ENSP00000376609,167
ENSP00000000233,ENSP00000475168,183
ENSP00000000233,ENSP00000320543,181
ENSP00000000233,ENSP00000408236,671
ENSP00000000233,ENSP00000248600,154
ENSP00000000233,ENSP00000449629,157
ENSP00000000233,ENSP00000448182,160
ENSP00000000233,ENSP00000370299,167
ENSP00000000233,ENSP00000287152,912
ENSP00000000233,ENSP00000232501,167
ENSP00000000233,ENSP00000465992,912
ENSP00000000233,ENSP00000341551,294
ENSP00000000233,ENSP00000416125,198
ENSP00000000233,ENSP00000275015,176
ENSP00000000233,ENSP00000353796,175
ENSP00000000233,ENSP00000362222,154
ENSP00000000233,ENSP00000478290,156
ENSP00000000233,ENSP00000361263,203
ENSP00000000233,ENSP00000380869,151
ENSP00000000233,ENSP00000289228,158
ENSP00000000233,ENSP00000381876,160
ENSP00000000233,ENSP00000070846,150
ENSP00000000233,ENSP00000353864,220
ENSP00000000233,ENSP00000300504,156
ENSP00000000233,ENSP00000359297,151
ENSP00000000233,ENSP00000276066,277
ENSP00000000233,ENSP00000351875,175
ENSP00000000233,ENSP00000243052,175
ENSP00000000233,ENSP00000234454,301
ENSP00000000233,ENSP00000378324,323
ENSP00000000233,ENSP00000357682,175
ENSP00000000233,ENSP00000321388,175
ENSP00000000233,ENSP00000316377,157
ENSP00000000233,ENSP00000382379,175
ENSP00000000233,ENSP00000270142,233
ENSP00000000233,ENSP00000342136,182
ENSP00000000233,ENSP00000438388,913
ENSP00000000233,ENSP00000382688,261
ENSP00000000233,ENSP00000352603,203
ENSP00000000233,ENSP00000290378,178
ENSP00000000233,ENSP00000372210,225
ENSP00000000233,ENSP00000401437,166
ENSP00000000233,ENSP00000479861,155
ENSP00000000233,ENSP00000360985,348
ENSP00000000233,ENSP00000466363,326
ENSP00000000233,ENSP00000223136,213
ENSP00000000233,ENSP00000388241,912
ENSP00000000233,ENSP00000390651,159
ENSP00000000233,ENSP00000248901,636
ENSP00000000233,ENSP00000269289,163
ENSP00000000233,ENSP00000408979,911
ENSP00000000233,ENSP00000277575,237
ENSP00000000233,ENSP00000233078,431
ENSP00000000233,ENSP00000321679,175
ENSP00000000233,ENSP00000387176,179
ENSP00000000233,ENSP00000240874,321
ENSP00000000233,ENSP00000263826,159
ENSP00000000233,ENSP00000261716,181
ENSP00000000233,ENSP00000215832,185
ENSP00000000233,ENSP00000341280,261
ENSP00000000233,ENSP00000376293,155
ENSP00000000233,ENSP00000272233,154
ENSP00000000233,ENSP00000417573,154
ENSP00000000233,ENSP00000460236,236
ENSP00000000233,ENSP00000375081,154
ENSP00000000233,ENSP00000251527,188
ENSP00000000233,ENSP00000345853,166
ENSP00000000233,ENSP00000361107,159
ENSP00000000233,ENSP00000393776,158
ENSP00000000233,ENSP00000386443,306
ENSP00000000233,ENSP00000262039,258
ENSP00000000233,ENSP00000446271,186
ENSP00000000233,ENSP00000301072,168
ENSP00000000233,ENSP00000250559,223
ENSP00000000233,ENSP00000351416,201
ENSP00000000233,ENSP00000377027,205
ENSP00000000233,ENSP00000299705,902
ENSP00000000233,ENSP00000358126,259
ENSP00000000233,ENSP00000377771,188
ENSP00000000233,ENSP00000309457,150
ENSP00000000233,ENSP00000259089,159
ENSP00000000233,ENSP00000264552,176
ENSP00000000233,ENSP00000254286,907
ENSP00000000233,ENSP00000311505,192
ENSP00000000233,ENSP00000373600,268
ENSP00000000233,ENSP00000261427,176
ENSP00000000233,ENSP00000359380,223
ENSP00000000233,ENSP00000451261,156
ENSP00000000233,ENSP00000282249,161
ENSP00000000233,ENSP00000236709,183
ENSP00000000233,ENSP00000299882,151
ENSP00000000233,ENSP00000260762,222
ENSP00000000233,ENSP00000346155,167
ENSP00000000233,ENSP00000360793,911
ENSP00000000233,ENSP00000264065,196
ENSP00000000233,ENSP00000331065,157
ENSP00000000233,ENSP00000331127,192
ENSP00000000233,ENSP00000380256,158
ENSP00000000233,ENSP00000350386,202
ENSP00000000233,ENSP00000376417,150
ENSP00000000233,ENSP00000360689,175
ENSP00000000233,ENSP00000441158,326
ENSP00000000233,ENSP00000223500,221
ENSP00000000233,ENSP00000258198,900
ENSP00000000233,ENSP00000415090,247
ENSP00000000233,ENSP00000468424,246
ENSP00000000233,ENSP00000311083,202
ENSP00000000233,ENSP00000312150,154
ENSP00000000233,ENSP00000334876,167
ENSP00000000233,ENSP00000484121,748
ENSP00000000233,ENSP00000354376,479
ENSP00000000233,ENSP00000380178,166
ENSP00000000233,ENSP00000364907,167
ENSP00000000233,ENSP00000302640,180
ENSP00000000233,ENSP00000295688,406
ENSP00000000233,ENSP00000381932,161
ENSP00000000233,ENSP00000263640,167
ENSP00000000233,ENSP00000347792,171
ENSP00000000233,ENSP00000278612,181
ENSP00000000233,ENSP00000373347,156
ENSP00000000233,ENSP00000469413,206
ENSP00000000233,ENSP00000257663,226
ENSP00000000233,ENSP00000303830,167
ENSP00000000233,ENSP00000251472,183
ENSP00000000233,ENSP00000365891,321
ENSP00000000233,ENSP00000485615,155
ENSP00000000233,ENSP00000295408,159
ENSP00000000233,ENSP00000317971,539
ENSP00000000233,ENSP00000377769,154
ENSP00000000233,ENSP00000271234,157
ENSP00000000233,ENSP00000205890,193
ENSP00000000233,ENSP00000341247,256
ENSP00000000233,ENSP00000223023,348
ENSP00000000233,ENSP00000420659,189
ENSP00000000233,ENSP00000161006,322
ENSP00000000233,ENSP00000393978,219
ENSP00000000233,ENSP00000348099,166
ENSP00000000233,ENSP00000268182,210
ENSP00000000233,ENSP00000228945,294
ENSP00000000233,ENSP00000381098,307
ENSP00000000233,ENSP00000447731,186
ENSP00000000233,ENSP00000350331,175
ENSP00000000233,ENSP00000364860,159
ENSP00000000233,ENSP00000330945,910
ENSP00000000233,ENSP00000338864,196
ENSP00000000233,ENSP00000312734,170
ENSP00000000233,ENSP00000479101,159
ENSP00000000233,ENSP00000342793,289
ENSP00000000233,ENSP00000371267,204
ENSP00000000233,ENSP00000340954,220
ENSP00000000233,ENSP00000353646,194
ENSP00000000233,ENSP00000287878,167
ENSP00000000233,ENSP00000255882,300
ENSP00000000233,ENSP00000265709,914
ENSP00000000233,ENSP00000327650,256
ENSP00000000233,ENSP00000377471,163
ENSP00000000233,ENSP00000391676,159
ENSP00000000233,ENSP00000345997,159
ENSP00000000233,ENSP00000347244,353
ENSP00000000233,ENSP00000324173,183
ENSP00000000233,ENSP00000262494,202
ENSP00000000233,ENSP00000295797,159
ENSP00000000233,ENSP00000261507,202
ENSP00000000233,ENSP00000333547,335
ENSP00000000233,ENSP00000354451,198
ENSP00000000233,ENSP00000327336,155
ENSP00000000233,ENSP00000366488,160
ENSP00000000233,ENSP00000352925,197
ENSP00000000233,ENSP00000358997,159
ENSP00000000233,ENSP00000409667,150
ENSP00000000233,ENSP00000449241,398
ENSP00000000233,ENSP00000409171,163
ENSP00000000233,ENSP00000343325,216
ENSP00000000233,ENSP00000348602,210
ENSP00000000233,ENSP00000433427,222
ENSP00000000233,ENSP00000306010,902
ENSP00000000233,ENSP00000382423,177
ENSP00000000233,ENSP00000371341,263
ENSP00000000233,ENSP00000327009,186
ENSP00000000233,ENSP00000349722,184
ENSP00000000233,ENSP00000317473,276
ENSP00000000233,ENSP00000312442,359
ENSP00000000233,ENSP00000354251,180
ENSP00000000233,ENSP00000251047,232
ENSP00000000233,ENSP00000399970,197
ENSP00000000233,ENSP00000363228,158
ENSP00000000233,ENSP00000367766,308
ENSP00000000233,ENSP00000346733,203
ENSP00000000233,ENSP00000431418,189
ENSP00000000233,ENSP00000300574,290
ENSP00000000233,ENSP00000304604,153
ENSP00000000233,ENSP00000309597,159
ENSP00000000233,ENSP00000279036,343
ENSP00000000233,ENSP00000349612,175
ENSP00000000233,ENSP00000298307,154
ENSP00000000233,ENSP00000312185,169
ENSP00000000233,ENSP00000256707,157
ENSP00000000233,ENSP00000262948,271
ENSP00000000233,ENSP00000281419,753
ENSP00000000233,ENSP00000339906,465
ENSP00000000233,ENSP00000466058,150
ENSP00000000233,ENSP00000378338,496
ENSP00000000233,ENSP00000247461,264
ENSP00000000233,ENSP00000312999,232
ENSP00000000233,ENSP00000356030,900
ENSP00000000233,ENSP00000263334,152
ENSP00000000233,ENSP00000464383,190
ENSP00000000233,ENSP00000346050,164
ENSP00000000233,ENSP00000361824,903
ENSP00000000233,ENSP00000296525,175
ENSP00000000233,ENSP00000453858,206
ENSP00000000233,ENSP00000298048,154
ENSP00000000233,ENSP00000482657,177
ENSP00000000233,ENSP00000445175,482
ENSP00000000233,ENSP00000367542,176
ENSP00000000233,ENSP00000309714,192
ENSP00000000233,ENSP00000378485,159
ENSP00000000233,ENSP00000255030,163
ENSP00000000233,ENSP00000324527,244
ENSP00000000233,ENSP00000347507,181
ENSP00000000233,ENSP00000427463,202
ENSP00000000233,ENSP00000409231,267
ENSP00000000233,ENSP00000262958,261
ENSP00000000233,ENSP00000222305,401
ENSP00000000233,ENSP00000290246,169
ENSP00000000233,ENSP00000351022,176
ENSP00000000233,ENSP00000315659,198
ENSP00000000233,ENSP00000298316,468
ENSP00000000233,ENSP00000427562,167
ENSP00000000233,ENSP00000217958,157
ENSP00000000233,ENSP00000357178,269
ENSP00000000233,ENSP00000358983,175
ENSP00000000233,ENSP00000340361,167
ENSP00000000233,ENSP00000370812,152
ENSP00000000233,ENSP00000274710,249
ENSP00000000233,ENSP00000301585,204
ENSP00000000233,ENSP00000387307,277
ENSP00000000233,ENSP00000280871,171
ENSP00000000233,ENSP00000369703,178
ENSP00000000233,ENSP00000347184,186
ENSP00000000233,ENSP00000261890,739
ENSP00000000233,ENSP00000325369,281
ENSP00000000233,ENSP00000387875,909
ENSP00000000233,ENSP00000264335,210
ENSP00000000233,ENSP00000288602,159
ENSP00000000233,ENSP00000335083,203
ENSP00000000233,ENSP00000370376,232
ENSP00000000233,ENSP00000483688,153
ENSP00000000233,ENSP00000288699,276
ENSP00000000233,ENSP00000295463,175
ENSP00000000233,ENSP00000319096,263
ENSP00000000233,ENSP00000263181,912
ENSP00000000233,ENSP00000354927,177
ENSP00000000233,ENSP00000270800,180
ENSP00000000233,ENSP00000337838,180
ENSP00000000233,ENSP00000357484,247
ENSP00000000233,ENSP00000375810,904
ENSP00000000233,ENSP00000457991,304
ENSP00000000233,ENSP00000444957,220
ENSP00000000233,ENSP00000347032,174
ENSP00000000233,ENSP00000300146,202
ENSP00000000233,ENSP00000371084,161
ENSP00000000233,ENSP00000378557,160
ENSP00000000233,ENSP00000314499,226
ENSP00000000233,ENSP00000362485,188
ENSP00000000233,ENSP00000267163,152
ENSP00000000233,ENSP00000373215,229
ENSP00000000233,ENSP00000481994,159
ENSP00000000233,ENSP00000452401,199
ENSP00000000233,ENSP00000389715,159
ENSP00000000233,ENSP00000469689,289
ENSP00000000233,ENSP00000354876,277
ENSP00000000233,ENSP00000426103,183
ENSP00000000233,ENSP00000379739,153
ENSP00000000233,ENSP00000386532,183
ENSP00000000233,ENSP00000232744,178
ENSP00000000233,ENSP00000259808,159
ENSP00000000233,ENSP00000288368,205
ENSP00000000233,ENSP00000379287,209
ENSP00000000233,ENSP00000436785,186
ENSP00000000233,ENSP00000426948,182
ENSP00000000233,ENSP00000334801,326
ENSP00000000233,ENSP00000482548,174
ENSP00000000233,ENSP00000361021,156
ENSP00000000233,ENSP00000316338,272
ENSP00000000233,ENSP00000296795,166
ENSP00000000233,ENSP00000359871,431
ENSP00000000233,ENSP00000326219,326
ENSP00000000233,ENSP00000265070,433
ENSP00000000233,ENSP00000349305,195
ENSP00000000233,ENSP00000425658,175
ENSP00000000233,ENSP00000362946,221
ENSP00000000233,ENSP00000249071,400
ENSP00000000233,ENSP00000278568,230
ENSP00000000233,ENSP00000349041,157
ENSP00000000233,ENSP00000416387,205
ENSP00000000233,ENSP00000377867,150
ENSP00000000233,ENSP00000003100,216
ENSP00000000233,ENSP00000367059,175
ENSP00000000233,ENSP00000339299,387
ENSP00000000233,ENSP00000273353,181
ENSP00000000233,ENSP00000216127,166
ENSP00000000233,ENSP00000367830,159
ENSP00000000233,ENSP00000331479,162
ENSP00000000233,ENSP00000349486,154
ENSP00000000233,ENSP00000397351,210
ENSP00000000233,ENSP00000230792,175
ENSP00000000233,ENSP00000311962,607
ENSP00000000233,ENSP00000222803,237
ENSP00000000233,ENSP00000362751,294
ENSP00000000233,ENSP00000353824,154
ENSP00000000233,ENSP00000392147,357
ENSP00000000233,ENSP00000255977,214
ENSP00000000233,ENSP00000365757,174
ENSP00000000233,ENSP00000276202,192
ENSP00000000233,ENSP00000413156,251
ENSP00000000233,ENSP00000239440,388
ENSP00000000233,ENSP00000226574,175
ENSP00000000233,ENSP00000239223,154
ENSP00000000233,ENSP00000254695,188
ENSP00000000233,ENSP00000342699,193
ENSP00000000233,ENSP00000377170,178
ENSP00000000233,ENSP00000253794,151
ENSP00000000233,ENSP00000362115,271
ENSP00000000233,ENSP00000422037,222
ENSP00000000233,ENSP00000361009,229
ENSP00000000233,ENSP00000400175,292
ENSP00000000233,ENSP00000395995,186
ENSP00000000233,ENSP00000481045,176
ENSP00000000233,ENSP00000352121,192
ENSP00000000233,ENSP00000282908,150
ENSP00000000233,ENSP00000464893,281
ENSP00000000233,ENSP00000386398,175
ENSP00000000233,ENSP00000262209,157
ENSP00000000233,ENSP00000339484,166
ENSP00000000233,ENSP00000326042,168
ENSP00000000233,ENSP00000216373,205
ENSP00000000233,ENSP00000364277,192
ENSP00000000233,ENSP00000356607,196
ENSP00000000233,ENSP00000368758,287
ENSP00000000233,ENSP00000380185,301
ENSP00000000233,ENSP00000381565,191
ENSP00000000233,ENSP00000265753,152
ENSP00000000233,ENSP00000238831,150
ENSP00000000233,ENSP00000268933,181
ENSP00000000233,ENSP00000356811,174
ENSP00000000233,ENSP00000381717,184
ENSP00000000233,ENSP00000357047,171
ENSP00000000233,ENSP00000258787,263
ENSP00000000233,ENSP00000352282,154
ENSP00000000233,ENSP00000391950,175
ENSP00000000233,ENSP00000263635,175
ENSP00000000233,ENSP00000261845,177
ENSP00000000233,ENSP00000226004,193
ENSP00000000233,ENSP00000305442,252
ENSP00000000233,ENSP00000319388,159
ENSP00000000233,ENSP00000246166,198
ENSP00000000233,ENSP00000417182,296
ENSP00000000233,ENSP00000380524,185
ENSP00000000233,ENSP00000339001,178
ENSP00000000233,ENSP00000323867,171
ENSP00000000233,ENSP00000429015,157
ENSP00000000233,ENSP00000354085,201
ENSP00000000233,ENSP00000407509,207
ENSP00000000233,ENSP00000367197,150
ENSP00000000233,ENSP00000262457,209
ENSP00000000233,ENSP00000460380,331
ENSP00000000233,ENSP00000256797,159
ENSP00000000233,ENSP00000254976,152
ENSP00000000233,ENSP00000373905,332
ENSP00000000233,ENSP00000311579,175
ENSP00000000233,ENSP00000350896,199
ENSP00000000233,ENSP00000258098,550
ENSP00000000233,ENSP00000355090,196
ENSP00000000233,ENSP00000417517,156
ENSP00000000233,ENSP00000334140,154
ENSP00000000233,ENSP00000259632,902
ENSP00000000233,ENSP00000261769,231
ENSP00000000233,ENSP00000464443,169
ENSP00000000233,ENSP00000361285,187
ENSP00000000233,ENSP00000351314,152
ENSP00000000233,ENSP00000356920,184
ENSP00000000233,ENSP00000353717,175
ENSP00000000233,ENSP00000450895,159
ENSP00000000233,ENSP00000000412,161
ENSP00000000233,ENSP00000264051,192
ENSP00000000233,ENSP00000355759,518
ENSP00000000233,ENSP00000248706,235
ENSP00000000233,ENSP00000255006,212
ENSP00000000233,ENSP00000263228,179
ENSP00000000233,ENSP00000374566,912
ENSP00000000233,ENSP00000260363,912
ENSP00000000233,ENSP00000386502,175
ENSP00000000233,ENSP00000300176,164
ENSP00000000233,ENSP00000430276,312
ENSP00000000233,ENSP00000286355,160
ENSP00000000233,ENSP00000264316,159
ENSP00000000233,ENSP00000331342,483
ENSP00000000233,ENSP00000346015,193
ENSP00000000233,ENSP00000265171,211
ENSP00000000233,ENSP00000202677,188
ENSP00000000233,ENSP00000222547,921
ENSP00000000233,ENSP00000349877,212
ENSP00000000233,ENSP00000479762,324
ENSP00000000233,ENSP00000387593,175
ENSP00000000233,ENSP00000338562,304
ENSP00000000233,ENSP00000260947,180
ENSP00000000233,ENSP00000386722,156
ENSP00000000233,ENSP00000447173,264
ENSP00000000233,ENSP00000317985,159
ENSP00000000233,ENSP00000229264,200
ENSP00000000233,ENSP00000442656,159
ENSP00000000233,ENSP00000274963,192
ENSP00000000233,ENSP00000379616,181
ENSP00000000233,ENSP00000386921,150
ENSP00000000233,ENSP00000294016,160
ENSP00000000233,ENSP00000386959,212
ENSP00000000233,ENSP00000261837,183
ENSP00000000233,ENSP00000381140,182
ENSP00000000233,ENSP00000360076,158
ENSP00000000233,ENSP00000289473,187
ENSP00000000233,ENSP00000287394,159
ENSP00000000233,ENSP00000360305,166
ENSP00000000233,ENSP00000362566,209
ENSP00000000233,ENSP00000447300,210
ENSP00000000233,ENSP00000356468,159
ENSP00000000233,ENSP00000292476,190
ENSP00000000233,ENSP00000329471,929
ENSP00000000233,ENSP00000358019,474
ENSP00000000233,ENSP00000349960,218
ENSP00000000233,ENSP00000399696,166
ENSP00000000233,ENSP00000272317,158
ENSP00000000233,ENSP00000439625,192
ENSP00000000233,ENSP00000255448,199
ENSP00000000233,ENSP00000431482,154
ENSP00000000233,ENSP00000267257,302
ENSP00000000233,ENSP00000194214,158
ENSP00000000233,ENSP00000358582,370
ENSP00000000233,ENSP00000320295,178
ENSP00000000233,ENSP00000280772,917
ENSP00000000233,ENSP00000466898,158
ENSP00000000233,ENSP00000291041,203
ENSP00000000233,ENSP00000446955,371
ENSP00000000233,ENSP00000225235,150
ENSP00000000233,ENSP00000403636,277
ENSP00000000233,ENSP00000361930,220
ENSP00000000233,ENSP00000454770,175
ENSP00000000233,ENSP00000310406,169
ENSP00000000233,ENSP00000241416,167
ENSP00000000233,ENSP00000442460,203
ENSP00000000233,ENSP00000379496,169
ENSP00000000233,ENSP00000467740,175
ENSP00000000233,ENSP00000371554,211
ENSP00000000233,ENSP00000367686,206
ENSP00000000233,ENSP00000350757,231
ENSP00000000233,ENSP00000349560,234
ENSP00000000233,ENSP00000386213,209
ENSP00000000233,ENSP00000376178,199
ENSP00000000233,ENSP00000365530,261
ENSP00000000233,ENSP00000361785,154
ENSP00000000233,ENSP00000348965,904
ENSP00000000233,ENSP00000368976,167
ENSP00000000233,ENSP00000348838,175
ENSP00000000233,ENSP00000367203,318
ENSP00000000233,ENSP00000300093,190
ENSP00000000233,ENSP00000387282,349
ENSP00000000233,ENSP00000353292,206
ENSP00000000233,ENSP00000329967,175
ENSP00000000233,ENSP00000335147,175
ENSP00000000233,ENSP00000456782,179
ENSP00000000233,ENSP00000337451,177
ENSP00000000233,ENSP00000248437,168
ENSP00000000233,ENSP00000318821,581
ENSP00000000233,ENSP00000349259,905
ENSP00000000233,ENSP00000293414,175
ENSP00000000233,ENSP00000265944,209
ENSP00000000233,ENSP00000354040,186
ENSP00000000233,ENSP00000251337,290
ENSP00000000233,ENSP00000460964,268
ENSP00000000233,ENSP00000354837,192
ENSP00000000233,ENSP00000307078,911
ENSP00000000233,ENSP00000288235,189
ENSP00000000233,ENSP00000375682,150
ENSP00000000233,ENSP00000371070,161
ENSP00000000233,ENSP00000267202,219
ENSP00000000233,ENSP00000343405,154
ENSP00000000233,ENSP00000404179,217
ENSP00000000233,ENSP00000268613,195
ENSP00000000233,ENSP00000219255,286
ENSP00000000233,ENSP00000306881,314
ENSP00000000233,ENSP00000405950,197
ENSP00000000233,ENSP00000438492,162
ENSP00000000233,ENSP00000254029,226
ENSP00000000233,ENSP00000382610,175
ENSP00000000233,ENSP00000471252,157
ENSP00000000233,ENSP00000329419,940
ENSP00000000233,ENSP00000304586,175
ENSP00000000233,ENSP00000290277,181
ENSP00000000233,ENSP00000338967,196
ENSP00000000233,ENSP00000361120,182
ENSP00000000233,ENSP00000302393,427
ENSP00000000233,ENSP00000374484,438
ENSP00000000233,ENSP00000221114,900
ENSP00000000233,ENSP00000470383,628
ENSP00000000233,ENSP00000363089,170
ENSP00000000233,ENSP00000302251,244
ENSP00000000233,ENSP00000261839,199
ENSP00000000233,ENSP00000265388,165
ENSP00000000233,ENSP00000416097,225
ENSP00000000233,ENSP00000418401,172
ENSP00000000233,ENSP00000317128,163
ENSP00000000233,ENSP00000261170,235
ENSP00000000233,ENSP00000395708,182
ENSP00000000233,ENSP00000429900,859
ENSP00000000233,ENSP00000264071,178
ENSP00000000233,ENSP00000369643,159
ENSP00000000233,ENSP00000256460,204
ENSP00000000233,ENSP00000408910,902
ENSP00000000233,ENSP00000418447,436
ENSP00000000233,ENSP00000328118,186
ENSP00000000233,ENSP00000373312,274
ENSP00000000233,ENSP00000386239,175
ENSP00000000233,ENSP00000355026,192
ENSP00000000233,ENSP00000378957,169
ENSP00000000233,ENSP00000442682,383
ENSP00000000233,ENSP00000303709,170
ENSP00000000233,ENSP00000355645,178
ENSP00000000233,ENSP00000360116,199
ENSP00000000233,ENSP00000357564,170
ENSP00000000233,ENSP00000343204,159
ENSP00000000233,ENSP00000351926,215
ENSP00000000233,ENSP00000155926,154
ENSP00000000233,ENSP00000215574,197
ENSP00000000233,ENSP00000382323,274
ENSP00000000233,ENSP00000286918,175
ENSP00000000233,ENSP00000430774,196
ENSP00000000233,ENSP00000398076,151
ENSP00000000233,ENSP00000351475,292
ENSP00000000233,ENSP00000324856,154
ENSP00000000233,ENSP00000260731,912
ENSP00000000233,ENSP00000468837,183
ENSP00000000233,ENSP00000361275,205
ENSP00000000233,ENSP00000421280,193
ENSP00000000233,ENSP00000296271,367
ENSP00000000233,ENSP00000263946,150
ENSP00000000233,ENSP00000353444,563
ENSP00000000233,ENSP00000459943,197
ENSP00000000233,ENSP00000402935,190
ENSP00000000233,ENSP00000320893,175
ENSP00000000233,ENSP00000355995,155
