Protein,idx
ENSP00000378394,13780
ENSP00000308405,5861
ENSP00000392411,15172
ENSP00000395389,15313
ENSP00000216271,397
ENSP00000279263,3797
ENSP00000297991,4905
ENSP00000290231,4300
ENSP00000272542,3492
ENSP00000358142,10709
ENSP00000362110,11525
ENSP00000261313,2309
ENSP00000362549,11627
ENSP00000357631,10583
ENSP00000265963,3119
ENSP00000482107,19003
ENSP00000408005,15893
ENSP00000261918,2436
ENSP00000266560,3167
ENSP00000409924,15950
ENSP00000349041,9328
ENSP00000358696,10807
ENSP00000478561,18685
ENSP00000381607,14269
ENSP00000262345,2516
ENSP00000362717,11669
ENSP00000369431,12759
ENSP00000285018,4067
ENSP00000307858,5815
ENSP00000325381,7206
ENSP00000384421,14548
ENSP00000367265,12430
ENSP00000374332,13307
ENSP00000356275,10301
ENSP00000360305,11153
ENSP00000390783,15095
ENSP00000256001,1908
ENSP00000296754,4784
ENSP00000322706,6993
ENSP00000243440,1310
ENSP00000265148,3021
ENSP00000389810,15052
ENSP00000368683,12636
ENSP00000457421,17966
ENSP00000286719,4145
ENSP00000430128,16949
ENSP00000398610,15458
ENSP00000423333,16661
ENSP00000448059,17653
ENSP00000342235,8683
ENSP00000480439,18858
ENSP00000325146,7190
ENSP00000355385,10106
ENSP00000341071,8558
ENSP00000406022,15812
ENSP00000356737,10398
ENSP00000416387,16245
ENSP00000220764,586
ENSP00000307208,5750
ENSP00000321266,6873
ENSP00000377969,13707
ENSP00000356671,10385
ENSP00000301904,5259
ENSP00000324960,7177
ENSP00000308720,5890
ENSP00000342007,8656
ENSP00000369810,12828
ENSP00000378563,13807
ENSP00000261707,2384
ENSP00000478298,18661
ENSP00000348069,9238
ENSP00000284981,4062
ENSP00000377867,13695
ENSP00000357129,10493
ENSP00000218348,507
ENSP00000310721,6076
ENSP00000363001,11726
ENSP00000435926,17175
ENSP00000362235,11560
ENSP00000365962,12221
ENSP00000369210,12719
ENSP00000351957,9647
ENSP00000379228,13904
ENSP00000361151,11319
ENSP00000287647,4188
ENSP00000393776,15237
ENSP00000260408,2235
ENSP00000326579,7307
ENSP00000359688,11040
ENSP00000319851,6764
ENSP00000407487,15873
ENSP00000274024,3563
ENSP00000261597,2365
ENSP00000325663,7229
ENSP00000403636,15704
ENSP00000259632,2171
ENSP00000255194,1874
ENSP00000380903,14161
ENSP00000477707,18613
ENSP00000318195,6634
ENSP00000216797,439
ENSP00000309338,5944
ENSP00000285599,4091
ENSP00000379901,14016
ENSP00000215368,312
ENSP00000366243,12256
ENSP00000266529,3160
ENSP00000263245,2677
ENSP00000363799,11875
ENSP00000368682,12635
ENSP00000276603,3690
ENSP00000483408,19133
ENSP00000366093,12234
ENSP00000259915,2190
ENSP00000436881,17213
ENSP00000253039,1730
ENSP00000005386,19
ENSP00000263918,2790
ENSP00000400467,15548
ENSP00000369586,12789
ENSP00000298681,4962
ENSP00000389168,15015
ENSP00000347548,9175
ENSP00000351646,9615
ENSP00000402608,15663
ENSP00000391601,15128
ENSP00000352962,9750
ENSP00000387282,14916
ENSP00000294064,4508
ENSP00000300952,5155
ENSP00000285814,4099
ENSP00000377721,13668
ENSP00000381298,14228
ENSP00000341662,8619
ENSP00000400175,15534
ENSP00000222812,712
ENSP00000306459,5674
ENSP00000383516,14456
ENSP00000222982,715
ENSP00000481721,18976
ENSP00000434359,17116
ENSP00000422097,16622
ENSP00000287878,4201
ENSP00000289473,4269
ENSP00000481450,18953
ENSP00000227155,838
ENSP00000363458,11815
ENSP00000400433,15545
ENSP00000358151,10712
ENSP00000346693,9092
ENSP00000362680,11658
ENSP00000337972,8279
ENSP00000404503,15750
ENSP00000355014,10035
ENSP00000366843,12350
ENSP00000264012,2811
ENSP00000359000,10881
ENSP00000269321,3336
ENSP00000339109,8369
ENSP00000333097,7870
ENSP00000357153,10500
ENSP00000242159,1266
ENSP00000485022,19262
ENSP00000440396,17353
ENSP00000347933,9222
ENSP00000485610,19338
ENSP00000291906,4394
ENSP00000264346,2872
ENSP00000376024,13427
ENSP00000306080,5639
ENSP00000222693,702
ENSP00000351416,9586
ENSP00000480050,18820
ENSP00000368104,12557
ENSP00000309262,5938
ENSP00000291009,4351
ENSP00000245907,1406
ENSP00000310722,6077
ENSP00000377814,13688
ENSP00000353007,9753
ENSP00000480291,18838
ENSP00000262648,2576
ENSP00000314132,6364
ENSP00000291294,4356
ENSP00000373964,13276
ENSP00000264595,2908
ENSP00000368468,12606
ENSP00000251566,1635
ENSP00000353142,9771
ENSP00000296684,4777
ENSP00000357453,10550
ENSP00000372193,13151
ENSP00000363642,11850
ENSP00000380109,14043
ENSP00000054950,92
ENSP00000441417,17398
ENSP00000351108,9548
ENSP00000355889,10205
ENSP00000379138,13884
ENSP00000341549,8604
ENSP00000365005,12080
ENSP00000362688,11662
ENSP00000444645,17534
ENSP00000298428,4943
ENSP00000370543,12941
ENSP00000329419,7547
ENSP00000396673,15363
ENSP00000376306,13465
ENSP00000261783,2403
ENSP00000377385,13621
ENSP00000376421,13487
ENSP00000450895,17737
ENSP00000268097,3258
ENSP00000383059,14415
ENSP00000327650,7390
ENSP00000262653,2577
ENSP00000316628,6520
ENSP00000237837,1150
ENSP00000481045,18925
ENSP00000334008,7960
ENSP00000281081,3863
ENSP00000458162,17994
ENSP00000358042,10690
ENSP00000347184,9138
ENSP00000357651,10589
ENSP00000342699,8720
ENSP00000376702,13525
ENSP00000350223,9465
ENSP00000383042,14413
ENSP00000268053,3254
ENSP00000356218,10287
ENSP00000293362,4463
ENSP00000354871,10002
ENSP00000356076,10254
ENSP00000378557,13806
ENSP00000356236,10292
ENSP00000378782,13833
ENSP00000475027,18503
ENSP00000246635,1445
ENSP00000325677,7231
ENSP00000300738,5143
ENSP00000357448,10548
ENSP00000341247,8579
ENSP00000319635,6743
ENSP00000260453,2239
ENSP00000308351,5856
ENSP00000240652,1239
ENSP00000245796,1399
ENSP00000265960,3118
ENSP00000479504,18770
ENSP00000346534,9075
ENSP00000429301,16914
ENSP00000353646,9823
ENSP00000293894,4500
ENSP00000303887,5449
ENSP00000415011,16180
ENSP00000381823,14296
ENSP00000264914,2968
ENSP00000221700,633
ENSP00000359204,10915
ENSP00000358903,10862
ENSP00000351250,9568
ENSP00000362410,11602
ENSP00000219368,540
ENSP00000375810,13398
ENSP00000262919,2619
ENSP00000307305,5767
ENSP00000362803,11692
ENSP00000264380,2878
ENSP00000228682,879
ENSP00000254846,1844
ENSP00000270112,3379
ENSP00000386911,14870
ENSP00000220616,580
ENSP00000348573,9289
ENSP00000280333,3826
ENSP00000259239,2142
ENSP00000245539,1390
ENSP00000329243,7533
ENSP00000354665,9958
ENSP00000307911,5821
ENSP00000278616,3755
ENSP00000318986,6694
ENSP00000387784,14952
ENSP00000264775,2949
ENSP00000318318,6643
ENSP00000247153,1467
ENSP00000378364,13776
ENSP00000330289,7619
ENSP00000341171,8568
ENSP00000295633,4623
ENSP00000257895,2035
ENSP00000452634,17805
ENSP00000266088,3145
ENSP00000265113,3016
ENSP00000350704,9514
ENSP00000343617,8793
ENSP00000311984,6191
ENSP00000324527,7138
ENSP00000373648,13249
ENSP00000243253,1301
ENSP00000271751,3448
ENSP00000387286,14917
ENSP00000311684,6166
ENSP00000344961,8921
ENSP00000227868,855
ENSP00000307889,5819
ENSP00000277517,3712
ENSP00000317904,6608
ENSP00000345719,8991
ENSP00000267116,3200
ENSP00000366694,12337
ENSP00000356540,10356
ENSP00000358081,10698
ENSP00000373918,13272
ENSP00000346298,9055
ENSP00000479266,18752
ENSP00000306548,5684
ENSP00000347213,9145
ENSP00000285083,4072
ENSP00000360761,11240
ENSP00000433138,17071
ENSP00000368924,12676
ENSP00000379839,14001
ENSP00000372335,13166
ENSP00000474988,18500
ENSP00000331791,7745
ENSP00000283752,4007
ENSP00000233969,1067
ENSP00000344223,8849
ENSP00000004531,11
ENSP00000346886,9108
ENSP00000339179,8375
ENSP00000359804,11060
ENSP00000223073,721
ENSP00000254190,1801
ENSP00000324175,7113
ENSP00000365686,12179
ENSP00000388275,14969
ENSP00000425133,16734
ENSP00000444856,17543
ENSP00000480893,18907
ENSP00000270861,3420
ENSP00000327694,7392
ENSP00000354580,9939
ENSP00000317891,6604
ENSP00000314733,6400
ENSP00000403701,15710
ENSP00000446479,17608
ENSP00000318944,6687
ENSP00000341208,8573
ENSP00000427772,16831
ENSP00000295834,4652
ENSP00000215838,337
ENSP00000368102,12556
ENSP00000282908,3969
ENSP00000357712,10605
ENSP00000485133,19277
ENSP00000376077,13432
ENSP00000483491,19143
ENSP00000321584,6906
ENSP00000292431,4420
ENSP00000029410,68
ENSP00000347591,9179
ENSP00000421076,16572
ENSP00000215832,336
ENSP00000447053,17627
ENSP00000361281,11342
ENSP00000389600,15041
ENSP00000372295,13163
ENSP00000344942,8920
ENSP00000351575,9602
ENSP00000219599,553
ENSP00000367355,12448
ENSP00000310521,6050
ENSP00000304408,5500
ENSP00000246912,1459
ENSP00000268933,3311
ENSP00000261693,2382
ENSP00000354876,10004
ENSP00000340330,8480
ENSP00000253699,1773
ENSP00000430656,16968
ENSP00000361066,11303
ENSP00000451648,17770
ENSP00000356853,10422
ENSP00000360727,11236
ENSP00000308515,5869
ENSP00000363512,11825
ENSP00000378230,13745
ENSP00000290573,4329
ENSP00000155858,120
ENSP00000254436,1813
ENSP00000364831,12048
ENSP00000391676,15133
ENSP00000256178,1916
ENSP00000332164,7780
ENSP00000360329,11162
ENSP00000309457,5953
ENSP00000377471,13631
ENSP00000390778,15094
ENSP00000416741,16264
ENSP00000308750,5895
ENSP00000375649,13380
ENSP00000340648,8511
ENSP00000379353,13922
ENSP00000359454,10975
ENSP00000352606,9716
ENSP00000262290,2501
ENSP00000408411,15907
ENSP00000324020,7105
ENSP00000268704,3297
ENSP00000345731,8993
ENSP00000369251,12723
ENSP00000308219,5843
ENSP00000375881,13410
ENSP00000305556,5588
ENSP00000384620,14573
ENSP00000285238,4077
ENSP00000416951,16271
ENSP00000347626,9181
ENSP00000301645,5232
ENSP00000357392,10540
ENSP00000343676,8803
ENSP00000252711,1703
ENSP00000438993,17296
ENSP00000334051,7966
ENSP00000282091,3922
ENSP00000318687,6666
ENSP00000252486,1682
ENSP00000292246,4408
ENSP00000265165,3024
ENSP00000220496,572
ENSP00000260302,2222
ENSP00000325827,7244
ENSP00000328720,7491
ENSP00000372088,13142
ENSP00000342481,8703
ENSP00000404190,15734
ENSP00000313670,6324
ENSP00000274031,3565
ENSP00000284509,4044
ENSP00000398803,15472
ENSP00000357494,10559
ENSP00000417677,16342
ENSP00000250244,1580
ENSP00000258301,2070
ENSP00000299626,5038
ENSP00000300289,5113
ENSP00000296525,4754
ENSP00000376432,13489
ENSP00000371272,13040
ENSP00000011653,44
ENSP00000329697,7568
ENSP00000469332,18299
ENSP00000381567,14261
ENSP00000230640,964
ENSP00000378207,13743
ENSP00000368566,12621
ENSP00000357206,10510
ENSP00000305714,5607
ENSP00000254940,1851
ENSP00000271638,3442
ENSP00000377456,13629
ENSP00000359799,11058
ENSP00000404438,15747
ENSP00000479216,18746
ENSP00000479130,18737
ENSP00000262039,2451
ENSP00000338990,8359
ENSP00000286355,4125
ENSP00000374240,13297
ENSP00000238146,1157
ENSP00000271732,3447
ENSP00000260010,2198
ENSP00000460380,18029
ENSP00000298281,4925
ENSP00000379383,13932
ENSP00000484656,19235
ENSP00000406162,15823
ENSP00000357178,10506
ENSP00000366519,12308
ENSP00000228027,858
ENSP00000387362,14927
ENSP00000354032,9866
ENSP00000325785,7240
ENSP00000304169,5477
ENSP00000371067,13012
ENSP00000356247,10294
ENSP00000343054,8748
ENSP00000455507,17912
ENSP00000360798,11248
ENSP00000282572,3956
ENSP00000275300,3636
ENSP00000275603,3646
ENSP00000376048,13429
ENSP00000258796,2112
ENSP00000254227,1803
ENSP00000357633,10584
ENSP00000356426,10331
ENSP00000229795,938
ENSP00000382697,14378
ENSP00000293379,4465
ENSP00000263635,2737
ENSP00000388638,14985
ENSP00000386538,14816
ENSP00000278612,3754
ENSP00000171887,170
ENSP00000305071,5551
ENSP00000273666,3544
ENSP00000379191,13895
ENSP00000248929,1527
ENSP00000217652,483
ENSP00000238618,1167
ENSP00000250113,1576
ENSP00000304376,5499
ENSP00000356969,10445
ENSP00000357292,10522
ENSP00000264424,2886
ENSP00000303427,5411
ENSP00000078429,110
ENSP00000377508,13637
ENSP00000310275,6027
ENSP00000353462,9803
ENSP00000227507,847
ENSP00000356047,10246
ENSP00000319192,6711
ENSP00000451575,17767
ENSP00000314444,6382
ENSP00000360076,11101
ENSP00000343838,8814
ENSP00000339787,8431
ENSP00000298310,4934
ENSP00000369375,12746
ENSP00000362936,11712
ENSP00000348099,9242
ENSP00000483688,19163
ENSP00000303174,5391
ENSP00000456782,17947
ENSP00000360635,11218
ENSP00000281154,3869
ENSP00000361923,11480
ENSP00000286428,4130
ENSP00000325239,7192
ENSP00000418081,16366
ENSP00000433919,17104
ENSP00000264644,2919
ENSP00000269848,3365
ENSP00000339916,8450
ENSP00000367459,12465
ENSP00000347088,9131
ENSP00000360200,11128
ENSP00000273963,3557
ENSP00000220772,587
ENSP00000364261,11952
ENSP00000305651,5597
ENSP00000296805,4793
ENSP00000371278,13041
ENSP00000439534,17322
ENSP00000439182,17305
ENSP00000282007,3913
ENSP00000256104,1914
ENSP00000386135,14738
ENSP00000311760,6176
ENSP00000455561,17915
ENSP00000364133,11928
ENSP00000211287,300
ENSP00000473348,18453
ENSP00000419503,16470
ENSP00000256707,1962
ENSP00000409171,15927
ENSP00000351737,9625
ENSP00000335612,8139
ENSP00000443988,17506
ENSP00000343273,8768
ENSP00000354536,9930
ENSP00000370215,12895
ENSP00000268206,3271
ENSP00000261994,2444
ENSP00000370522,12936
ENSP00000480378,18853
ENSP00000381386,14237
ENSP00000357789,10634
ENSP00000479844,18800
ENSP00000265753,3100
ENSP00000355325,10097
ENSP00000433623,17093
ENSP00000406885,15854
ENSP00000354896,10010
ENSP00000264350,2873
ENSP00000366330,12274
ENSP00000475028,18504
ENSP00000336790,8181
ENSP00000261233,2295
ENSP00000217961,489
ENSP00000390265,15074
ENSP00000362978,11720
ENSP00000321427,6892
ENSP00000310842,6089
ENSP00000012443,47
ENSP00000303394,5407
ENSP00000320650,6830
ENSP00000348429,9272
ENSP00000285381,4083
ENSP00000441000,17380
ENSP00000230449,959
ENSP00000353654,9826
ENSP00000383105,14419
ENSP00000477856,18629
ENSP00000306682,5699
ENSP00000261023,2273
ENSP00000200135,233
ENSP00000479365,18760
ENSP00000399259,15486
ENSP00000362608,11643
ENSP00000340736,8520
ENSP00000471735,18396
ENSP00000356530,10354
ENSP00000401197,15586
ENSP00000421172,16576
ENSP00000387006,14882
ENSP00000303434,5412
ENSP00000229328,917
ENSP00000392257,15158
ENSP00000363973,11902
ENSP00000452126,17790
ENSP00000343140,8755
ENSP00000343412,8778
ENSP00000438615,17286
ENSP00000321334,6879
ENSP00000280346,3827
ENSP00000222381,680
ENSP00000257904,2037
ENSP00000414068,16136
ENSP00000246914,1460
ENSP00000440167,17341
ENSP00000295683,4629
ENSP00000323421,7048
ENSP00000264731,2943
ENSP00000262304,2508
ENSP00000355652,10170
ENSP00000297268,4836
ENSP00000216802,440
ENSP00000356107,10261
ENSP00000056217,96
ENSP00000262726,2585
ENSP00000216727,435
ENSP00000228280,861
ENSP00000338814,8349
ENSP00000222584,697
ENSP00000280362,3831
ENSP00000371388,13059
ENSP00000350012,9442
ENSP00000432561,17046
ENSP00000377617,13654
ENSP00000273859,3551
ENSP00000354901,10011
ENSP00000221515,625
ENSP00000325863,7246
ENSP00000360472,11183
ENSP00000391950,15144
ENSP00000218516,510
ENSP00000368362,12593
ENSP00000279488,3802
ENSP00000274979,3624
ENSP00000283415,3997
ENSP00000308022,5832
ENSP00000301939,5264
ENSP00000373884,13269
ENSP00000468500,18272
ENSP00000377797,13683
ENSP00000367203,12421
ENSP00000362656,11656
ENSP00000462337,18064
ENSP00000245957,1412
ENSP00000477781,18620
ENSP00000281938,3909
ENSP00000352121,9659
ENSP00000333934,7947
ENSP00000361366,11357
ENSP00000268042,3253
ENSP00000428845,16886
ENSP00000396704,15365
ENSP00000245838,1404
ENSP00000307863,5817
ENSP00000341282,8582
ENSP00000361475,11375
ENSP00000285420,4089
ENSP00000242104,1263
ENSP00000317636,6590
ENSP00000482907,19093
ENSP00000416606,16255
ENSP00000263864,2784
ENSP00000370034,12867
ENSP00000335397,8117
ENSP00000353512,9810
ENSP00000405111,15772
ENSP00000262105,2462
ENSP00000436376,17187
ENSP00000359424,10971
ENSP00000311505,6152
ENSP00000274643,3606
ENSP00000355237,10079
ENSP00000302896,5361
ENSP00000428540,16870
ENSP00000317971,6610
ENSP00000398568,15455
ENSP00000274695,3608
ENSP00000442318,17438
ENSP00000356404,10326
ENSP00000364886,12059
ENSP00000394734,15286
ENSP00000337088,8206
ENSP00000344562,8884
ENSP00000283195,3981
ENSP00000381601,14267
ENSP00000452871,17814
ENSP00000349490,9377
ENSP00000320658,6831
ENSP00000346206,9047
ENSP00000357177,10505
ENSP00000305603,5591
ENSP00000316176,6494
ENSP00000482632,19071
ENSP00000361785,11447
ENSP00000283426,3998
ENSP00000265388,3054
ENSP00000307078,5734
ENSP00000219271,531
ENSP00000351209,9563
ENSP00000052754,85
ENSP00000361935,11486
ENSP00000262873,2607
ENSP00000345282,8951
ENSP00000428564,16872
ENSP00000477564,18597
ENSP00000395995,15333
ENSP00000324842,7167
ENSP00000377344,13611
ENSP00000331944,7761
ENSP00000423399,16665
ENSP00000315614,6458
ENSP00000368079,12553
ENSP00000360966,11277
ENSP00000333203,7878
ENSP00000337060,8203
ENSP00000313809,6332
ENSP00000251363,1624
ENSP00000364289,11957
ENSP00000468782,18279
ENSP00000367817,12514
ENSP00000261769,2399
ENSP00000361930,11484
ENSP00000221307,605
ENSP00000397026,15383
ENSP00000318820,6674
ENSP00000362555,11630
ENSP00000355955,10224
ENSP00000252575,1689
ENSP00000349687,9403
ENSP00000228938,897
ENSP00000385824,14705
ENSP00000367542,12472
ENSP00000341489,8599
ENSP00000368169,12567
ENSP00000410294,15966
ENSP00000402346,15651
ENSP00000264498,2898
ENSP00000233838,1062
ENSP00000252677,1701
ENSP00000354125,9876
ENSP00000262340,2515
ENSP00000286067,4112
ENSP00000391211,15108
ENSP00000363207,11761
ENSP00000371230,13035
ENSP00000342082,8664
ENSP00000216554,429
ENSP00000381140,14203
ENSP00000333181,7873
ENSP00000286808,4153
ENSP00000279036,3785
ENSP00000327025,7338
ENSP00000362578,11638
ENSP00000479794,18797
ENSP00000199389,225
ENSP00000405423,15785
ENSP00000256194,1919
ENSP00000317431,6576
ENSP00000304467,5507
ENSP00000319730,6752
ENSP00000354511,9924
ENSP00000341083,8560
ENSP00000266031,3132
ENSP00000296233,4705
ENSP00000371554,13084
ENSP00000419692,16479
ENSP00000355890,10206
ENSP00000261658,2378
ENSP00000470478,18347
ENSP00000389160,15014
ENSP00000384949,14611
ENSP00000480443,18859
ENSP00000328524,7478
ENSP00000466680,18208
ENSP00000254759,1836
ENSP00000469413,18303
ENSP00000447731,17644
ENSP00000420195,16515
ENSP00000268603,3284
ENSP00000365569,12163
ENSP00000240185,1220
ENSP00000400041,15524
ENSP00000263083,2646
ENSP00000422037,16620
ENSP00000384744,14587
ENSP00000343690,8805
ENSP00000257789,2025
ENSP00000379739,13987
ENSP00000317310,6564
ENSP00000356104,10259
ENSP00000362372,11591
ENSP00000258106,2056
ENSP00000215574,319
ENSP00000356354,10311
ENSP00000266037,3133
ENSP00000373772,13262
ENSP00000455106,17897
ENSP00000380413,14089
ENSP00000262457,2542
ENSP00000280357,3829
ENSP00000484855,19252
ENSP00000432886,17064
ENSP00000345771,8996
ENSP00000319341,6724
ENSP00000426103,16764
ENSP00000225792,793
ENSP00000363228,11765
ENSP00000320917,6847
ENSP00000367102,12400
ENSP00000349305,9354
ENSP00000215727,324
ENSP00000285979,4108
ENSP00000346389,9063
ENSP00000265838,3106
ENSP00000340505,8494
ENSP00000242208,1267
ENSP00000238609,1165
ENSP00000265081,3009
ENSP00000427926,16840
ENSP00000320898,6846
ENSP00000262305,2509
ENSP00000359233,10927
ENSP00000370196,12889
ENSP00000357123,10489
ENSP00000401445,15599
ENSP00000296098,4686
ENSP00000301178,5179
ENSP00000332151,7777
ENSP00000371858,13121
ENSP00000261881,2425
ENSP00000354451,9907
ENSP00000315167,6428
ENSP00000347997,9228
ENSP00000243349,1308
ENSP00000219066,515
ENSP00000381768,14288
ENSP00000377051,13578
ENSP00000252826,1713
ENSP00000397351,15401
ENSP00000376855,13545
ENSP00000338173,8295
ENSP00000394770,15289
ENSP00000235329,1102
ENSP00000416168,16236
ENSP00000313420,6308
ENSP00000263373,2704
ENSP00000360214,11130
ENSP00000424571,16714
ENSP00000471730,18395
ENSP00000348886,9313
ENSP00000263857,2782
ENSP00000386741,14842
ENSP00000222598,698
ENSP00000450749,17729
ENSP00000270235,3390
ENSP00000349595,9392
ENSP00000304945,5544
ENSP00000284440,4040
ENSP00000357156,10501
ENSP00000199280,223
ENSP00000401023,15580
ENSP00000338019,8285
ENSP00000384869,14601
ENSP00000259254,2145
ENSP00000484669,19238
ENSP00000221930,645
ENSP00000385787,14700
ENSP00000358866,10853
ENSP00000453019,17820
ENSP00000284523,4045
ENSP00000265071,3004
ENSP00000409131,15926
ENSP00000367756,12505
ENSP00000220509,574
ENSP00000481994,18997
ENSP00000381064,14189
ENSP00000360312,11155
ENSP00000258443,2089
ENSP00000306662,5696
ENSP00000350874,9527
ENSP00000256255,1922
ENSP00000251849,1650
ENSP00000317579,6586
ENSP00000291670,4381
ENSP00000206595,279
ENSP00000361087,11308
ENSP00000398481,15447
ENSP00000228284,862
ENSP00000258080,2051
ENSP00000393453,15223
ENSP00000351185,9559
ENSP00000482259,19018
ENSP00000359042,10888
ENSP00000401770,15621
ENSP00000356480,10346
ENSP00000415151,16193
ENSP00000262888,2611
ENSP00000302324,5299
ENSP00000242285,1271
ENSP00000365714,12184
ENSP00000260645,2249
ENSP00000361628,11406
ENSP00000196489,218
ENSP00000295746,4640
ENSP00000326563,7304
ENSP00000468002,18251
ENSP00000479134,18738
ENSP00000217244,463
ENSP00000479256,18750
ENSP00000374566,13328
ENSP00000341280,8581
ENSP00000309334,5942
ENSP00000350036,9447
ENSP00000438085,17257
ENSP00000417063,16281
ENSP00000346015,9023
ENSP00000441913,17419
ENSP00000377224,13597
ENSP00000339867,8446
ENSP00000229329,918
ENSP00000262186,2479
ENSP00000296518,4752
ENSP00000358565,10793
ENSP00000430075,16947
ENSP00000261776,2401
ENSP00000259050,2130
ENSP00000348461,9278
ENSP00000261523,2350
ENSP00000426119,16765
ENSP00000321797,6920
ENSP00000363689,11860
ENSP00000422464,16633
ENSP00000215637,322
ENSP00000260443,2237
ENSP00000333298,7889
ENSP00000316543,6514
ENSP00000172229,171
ENSP00000333329,7893
ENSP00000480421,18856
ENSP00000178638,185
ENSP00000370912,12992
ENSP00000398655,15463
ENSP00000345259,8949
ENSP00000263025,2635
ENSP00000324318,7126
ENSP00000392553,15181
ENSP00000252699,1702
ENSP00000356903,10427
ENSP00000360266,11143
ENSP00000210313,295
ENSP00000044462,82
ENSP00000360296,11151
ENSP00000368464,12605
ENSP00000416066,16231
ENSP00000356033,10243
ENSP00000480332,18846
ENSP00000310226,6021
ENSP00000429243,16911
ENSP00000267953,3248
ENSP00000364782,12039
ENSP00000355865,10200
ENSP00000358309,10738
ENSP00000262916,2618
ENSP00000234454,1088
ENSP00000355046,10040
ENSP00000222547,691
ENSP00000464030,18120
ENSP00000262948,2624
ENSP00000353099,9765
ENSP00000450527,17720
ENSP00000294383,4525
ENSP00000156084,122
ENSP00000011898,45
ENSP00000380958,14170
ENSP00000262715,2582
ENSP00000362525,11624
ENSP00000428209,16849
ENSP00000438248,17265
ENSP00000381448,14242
ENSP00000243108,1298
ENSP00000339182,8376
ENSP00000365745,12189
ENSP00000339730,8426
ENSP00000251472,1630
ENSP00000271450,3433
ENSP00000359484,10980
ENSP00000390011,15064
ENSP00000420849,16562
ENSP00000445340,17561
ENSP00000258399,2078
ENSP00000351113,9549
ENSP00000005260,15
ENSP00000317955,6609
ENSP00000262646,2575
ENSP00000302640,5331
ENSP00000379612,13962
ENSP00000357461,10552
ENSP00000345849,9008
ENSP00000363827,11882
ENSP00000311502,6151
ENSP00000451145,17749
ENSP00000445408,17566
ENSP00000336666,8161
ENSP00000331608,7722
ENSP00000335321,8109
ENSP00000389175,15016
ENSP00000347978,9226
ENSP00000346112,9034
ENSP00000170150,164
ENSP00000357682,10596
ENSP00000278282,3734
ENSP00000302100,5274
ENSP00000363390,11798
ENSP00000287156,4166
ENSP00000404247,15739
ENSP00000478721,18701
ENSP00000331487,7711
ENSP00000198801,222
ENSP00000260116,2202
ENSP00000267085,3195
ENSP00000356705,10392
ENSP00000359956,11079
ENSP00000444850,17542
ENSP00000310244,6023
ENSP00000408236,15901
ENSP00000273353,3529
ENSP00000365505,12153
ENSP00000329468,7551
ENSP00000265605,3078
ENSP00000485140,19278
ENSP00000167106,156
ENSP00000159087,133
ENSP00000320084,6777
ENSP00000378408,13786
ENSP00000261842,2415
ENSP00000265245,3029
ENSP00000330787,7655
ENSP00000361852,11462
ENSP00000347948,9224
ENSP00000331915,7758
ENSP00000327890,7408
ENSP00000329558,7557
ENSP00000396225,15341
ENSP00000401264,15587
ENSP00000331201,7682
ENSP00000339976,8457
ENSP00000296257,4709
ENSP00000269051,3314
ENSP00000270625,3408
ENSP00000479860,18802
ENSP00000332454,7807
ENSP00000402935,15675
ENSP00000405950,15806
ENSP00000207870,284
ENSP00000310120,6012
ENSP00000370990,13002
ENSP00000318821,6675
ENSP00000261170,2281
ENSP00000304669,5517
ENSP00000361359,11355
ENSP00000378974,13861
ENSP00000360689,11231
ENSP00000222120,660
ENSP00000411012,16007
ENSP00000333942,7949
ENSP00000265686,3084
ENSP00000315569,6456
ENSP00000366482,12302
ENSP00000264639,2918
ENSP00000329967,7591
ENSP00000363614,11843
ENSP00000356560,10361
ENSP00000281722,3897
ENSP00000043402,81
ENSP00000329158,7525
ENSP00000358358,10745
ENSP00000263923,2792
ENSP00000341779,8627
ENSP00000318966,6690
ENSP00000262415,2529
ENSP00000247470,1479
ENSP00000478345,18668
ENSP00000411565,16034
ENSP00000253794,1779
ENSP00000360526,11198
ENSP00000480004,18815
ENSP00000254337,1812
ENSP00000360938,11272
ENSP00000360958,11275
ENSP00000296435,4731
ENSP00000358590,10798
ENSP00000381377,14234
ENSP00000377768,13672
ENSP00000465676,18175
ENSP00000002596,6
ENSP00000378529,13803
ENSP00000340820,8526
ENSP00000332449,7806
ENSP00000482119,19004
ENSP00000407112,15862
ENSP00000416673,16258
ENSP00000323568,7058
ENSP00000337701,8258
ENSP00000354850,9999
ENSP00000345192,8942
ENSP00000378426,13791
ENSP00000325266,7194
ENSP00000205214,268
ENSP00000285735,4096
ENSP00000350896,9529
ENSP00000371393,13060
ENSP00000354812,9990
ENSP00000340811,8525
ENSP00000417354,16309
ENSP00000355968,10229
ENSP00000373420,13225
ENSP00000325548,7218
ENSP00000348206,9253
ENSP00000355637,10166
ENSP00000357106,10485
ENSP00000382688,14377
ENSP00000225235,760
ENSP00000276914,3701
ENSP00000361650,11412
ENSP00000452877,17815
ENSP00000356357,10313
ENSP00000260810,2261
ENSP00000357048,10465
ENSP00000484398,19211
ENSP00000369274,12727
ENSP00000355893,10207
ENSP00000234961,1098
ENSP00000360183,11123
ENSP00000350162,9460
ENSP00000354040,9867
ENSP00000380697,14132
ENSP00000233813,1060
ENSP00000364219,11943
ENSP00000363832,11883
ENSP00000253792,1778
ENSP00000278829,3763
ENSP00000478026,18644
